SMILES,SUPPLIER_NAME,CATALOG_NUMBER,CAS,CHEMICAL_NAME,EMOLECULES_ID
NCC1(CN)CCC1,Princeton BioMolecular Research,PBMR160232,,C-(1-Aminomethyl-cyclobutyl)-methylamine,44153040
NCC1CCN(C1)CC(C)C,Matrix Scientific,079650,910442-14-7,[(1-Isobutylpyrrolidin-3-yl)methyl]amine,3725314
CCNCCN1CCCCC1,ChemBridge,4011015,32776-21-9,N-ethyl-2-piperidin-1-ylethanamine,3725037
CCN(CCCCCCCCN(CC)CC)CC,Sigma Aldrich,CCA007549,,"N(1),N(1),N(8),N(8)-tetraethyl-1,8-octanediamine",36787637
NCCN1CCCCCC1.Cl.Cl,AK Scientific,W5245,300578-40-9,2-(Azepan-1-yl)ethanamine dihydrochloride,32219624
N[C@H]1CCCCNC1,Bepharm,B208324,107885-67-6,(S)-Azepan-3-amine,44151635
CCCN1CCC(CC1)NC1CC1,Matrix Scientific,006981,387358-45-4,1-n-Propyl-4-cyclopropylaminopiperidine,919727
CCC(N1CCNCC1)CC,Matrix Scientific,085695,373356-51-5,1-(1-Ethylpropyl)piperazine,919631
C1CCCC(CC1)N1CCNCC1,Matrix Scientific,085680,21043-42-5,1-Cycloheptylpiperazine,918645
CCN(CCCNC1CCCC1)CC,Enamine,Z90524953,,,3524527
CNCCN(C1CCCC1)C,ChemBridge,4011958,938459-03-1,"N-cyclopentyl-N,N'-dimethylethane-1,2-diamine",15212178
N[C@H]1CCC[C@@H]1N.Cl.Cl,Sigma Aldrich,670219,477873-22-6,"(1S,2S)-trans-1,2-Cyclopentanediamine dihydrochloride",26754320
CC(CN1CC(C)CC(C1)C)N,Enamine BB,EN300-54197,,"1-(3,5-dimethylpiperidin-1-yl)propan-2-amine",30178660
CCCC(CN)N,Enamine BB,EN300-53976,,"pentane-1,2-diamine",30178476
CCCCN(CCN)CC,Matrix Scientific,007231,19435-65-5,N-Ethyl-N-butylethylenediamine,887641
NCCCCCN(C(C)C)C(C)C,Matrix Scientific,007569,209803-40-7,5-(Diisopropylamino)amylamine,887607
NCCCCN(CC)CC,Matrix Scientific,007561,27431-62-5,4-(Diethylamino)butylamine,887591
C[N+](CCCCCCCCCC[N+](C)(C)C)(C)C.[I-].[I-],TCI America,D1315,1420-40-2,Decamethonium Iodide,4928531
NCC(C(C)C)(N)C,Enamine BB,EN300-77550,,"2,3-dimethylbutane-1,2-diamine",36087478
CCN[C@@H]1CCCNC1.Cl.Cl,Oakwood Products (Non-EU Customers),069516,,(R)-N-Ethylpiperidin-3-amine dihydrochloride,36770541
NCC(C1CCNCC1)CC(C)C,Enamine BB,EN300-76726,,4-methyl-2-(piperidin-4-yl)pentan-1-amine,36086872
CN1CCCCC1C1CCCNC1,Enamine BB,EN300-76668,,1-methyl-2-(piperidin-3-yl)piperidine,36086795
NCC(N1CCCCCC1)C,Matrix Scientific,021519,,2-Azepan-1-yl-propylamine,1523085
NCC(N1CCCC1)C,Matrix Scientific,021517,50998-07-7,2-Pyrrolidin-1-yl-propylamine,1522971
NCC1CCN(CC1)CC(C)(C)C.Cl.Cl,Oakwood Products (Non-EU Customers),064322,,(1-Neopentylpiperidin-4-yl)methanamine dihydrochloride,36769914
CC(CCN1CCCCCC1)N,Matrix Scientific,033474,876716-37-9,3-Azepan-1-yl-1-methyl-propylamine,1522754
N[C@@H]1CCN(C1)C1CCCC1,Oakwood Products (Non-EU Customers),064238,,(R)-1-Cyclopentylpyrrolidin-3-amine,36769759
N1CCC(CC1)NC1CCCC1,Enamine BB,EN300-73798,,N-cyclopentylpiperidin-4-amine,6254539
C1CCN(CC1)C1CNCC1,Enamine BB,EN300-68734,,1-(pyrrolidin-3-yl)piperidine,6254265
NCC(C(C)C)N.Cl.Cl,Enamine BB,EN300-74908,,"3-methylbutane-1,2-diamine dihydrochloride",36085348
CC(NC1CCNCC1)C.Cl.Cl,Oakwood Products (Non-EU Customers),063469,,N-Isopropylpiperidine-4-amine dihydrochloride,36768436
NCCNC1CCCCCCCCCCC1.Cl,InterBioScreen,STOCK3S-32785,,"N1-cyclododecylethane-1,2-diamine hydrochloride",33563733
CC(NCCNC1CCCCC1)(C)C,Oakwood Products (Non-EU Customers),024611,886501-01-5,N-tert-Butyl-N'-cyclohexyl ethylenediamine,6252344
CCC(NCCNC(C)C)C,Oakwood Products (Non-EU Customers),024599,4014-00-0,N-2-Butyl-N'-isopropyl ethylenediamine,6252320
CNCCNC1CCCCC1,Oakwood Products (Non-EU Customers),024579,,N-Methyl-N'-cyclohexyl ethylenediamine,6252284
NC(=N)CC1CCC1.Cl,Enamine BB,EN300-128884,,2-cyclobutylethanimidamide hydrochloride,46218145
CC(CCC(NC1CCCNC1)C)C,ChemBridge,15758989,,"N-(1,4-dimethylpentyl)-3-piperidinamine",25608821
CN(C1CNCC1)C,Enamine BB,EN300-68386,,"N,N-dimethylpyrrolidin-3-amine",6249077
CN1CCN(CC1)C1CCCCCCC1,ChemBridge,5459878,,,2354956
CCN(CC1CCN(CC1)CC#C)CC,Enamine,Z644471868,,,32027450
CN(CC(CN(C)C)(C)C)C,TCI Europe,T1008,53369-79-2,"N,N,N',N'-Tetramethyl-2,2-dimethyl-1,3-propanediamine",6883094
C1NC[C@@H](C1)NC1CC1,Ark Pharm,AK-53210,577776-80-8,(R)-N-Cyclopropylpyrrolidin-3-amine,46342658
C1CCC(CN1)CCN1CCCC1,Matrix Scientific,053988,,3-[2-(1-Pyrrolidinyl)ethyl]piperidine,30423961
CNCCCN(C1CCCCC1)C,Matrix Scientific,026972,,"N1-Cyclohexyl-N1,N3-dimethyl-1,3-propanediamine",18625154
CCNCCCN1CCCCCC1,Matrix Scientific,026944,,3-(1-Azepanyl)-N-ethyl-1-propanamine,18625106
C1CCN(CC1)C1CCN(CC1)C1CCCC1,ChemBridge,5925691,,,1328998
CNC(CN1CCCCC1)C,Enamine BB,EN300-75518,,methyl[1-(piperidin-1-yl)propan-2-yl]amine,33371933
CCCNCC1CCCCN1CCC,Exclusive Chemistry,EC-000.1315,,N-[(1-propyl-2-piperidinyl)methyl]-1-propanamine,33371885
CNCC1CCCCN1C(C)C,Exclusive Chemistry,EC-000.1307,,N-[(1-isopropyl-2-piperidinyl)methyl]-N-methylamine,33371869
CCCCNCC1CCCN1C,Exclusive Chemistry,EC-000.1298,,N-[(1-methyl-2-pyrrolidinyl)methyl]-1-butanamine,33371853
CCNCC1CCCN1CCC,Exclusive Chemistry,EC-000.1290,,N-[(1-propyl-2-pyrrolidinyl)methyl]ethanamine,33371837
CC(C1CCCN1)N.Cl.Cl,Enamine BB,EN300-52358,,1-(pyrrolidin-2-yl)ethan-1-amine dihydrochloride,29706176
C1CCCN(CC1)CC1CCCN1.Cl.Cl,Matrix Scientific,051708,,1-(2-Pyrrolidinylmethyl)azepane dihydrochloride,30420440
CCCCN(CC1CCCN1)C.Cl.Cl,Matrix Scientific,051700,1220027-32-6,N-Methyl-N-(2-pyrrolidinylmethyl)-1-butanamine dihydrochloride,30420428
CC1CCN(CC1)CC1CCCCN1.Cl.Cl,Matrix Scientific,051676,,4-Methyl-1-(2-piperidinylmethyl)piperidine dihydrochloride,30420386
C1CCC(NC1)CN1CCCCC1.Cl.Cl,Matrix Scientific,051668,,1-(2-Piperidinylmethyl)piperidine dihydrochloride,30420374
CN(CC1CNCC1)C.Cl.Cl,Matrix Scientific,051636,208711-42-6,"N,N-Dimethyl(3-pyrrolidinyl)methanamine dihydrochloride",30420313
CN(CCC1CCCNC1)C,Matrix Scientific,053888,933684-70-9,"N,N-Dimethyl-2-(3-piperidinyl)-1-ethanamine",29703797
C1CCN(CC1)CCC1CCNCC1.Cl.Cl,Matrix Scientific,051612,,1-[2-(4-Piperidinyl)ethyl]piperidine dihydrochloride,30420272
C=CCN(CCC1CCCNC1)CC=C.Cl.Cl,Matrix Scientific,051588,,N-Allyl-N-[2-(3-piperidinyl)ethyl]-2-propen-1-amine dihydrochloride,30420228
C1CCC(CN1)CCN1CCCC1.Cl.Cl,Matrix Scientific,051580,,3-[2-(1-Pyrrolidinyl)ethyl]piperidine dihydrochloride,30420212
CCCN(C1CCNCC1)CCC.Cl.Cl,Matrix Scientific,051510,1220037-98-8,"N,N-Dipropyl-4-piperidinamine dihydrochloride",30420102
CCCCN(C1CCNCC1)C.Cl.Cl,Matrix Scientific,051500,1220035-47-1,N-Butyl-N-methyl-4-piperidinamine dihydrochloride,30420091
CCC(CN(C)C)N,ChemBridge,4026183,74247-34-0,(2-aminobutyl)dimethylamine,29703582
CCCN(CC1CCNCC1)CCC.Cl.Cl,Matrix Scientific,051456,,N-(4-Piperidinylmethyl)-N-propyl-1-propanamine dihydrochloride,30420015
N1CCC(CC1)CN1CCCC1.Cl.Cl,Matrix Scientific,051439,780756-54-9,4-(1-Pyrrolidinylmethyl)piperidine dihydrochloride,30419991
C1CN[C@@H](C1)[C@@H]1CCCN1,Strem Chemicals,07-0093,124779-66-4,"(2S,2'S)-(+)-2,2'-Bipyrrolidine, 99%",31585818
CCN1CCC(CC1)N,Matrix Scientific,028774,50534-45-7,1-Ethylpiperidin-4-amine,842350
CN(C1CCCCNCC1)C.Cl.Cl,Sigma Aldrich,T300047,,"N,N-DIMETHYL-4-AZOCANAMINE DIHYDROCHLORIDE",24280352
NCCCCCN(C1CCCCC1)C,Otava,7020210363,,"N-cyclohexyl-N-methylpentane-1,5-diamine",24703784
CN[C@H]1CNCC[C@H]1C,Advanced ChemBlocks,F-4018,1354469-76-3,"(3R,4R)-N,4-dimethyl-piperidin-3-amine",43367331
CNC1CCN(CC1)C(C)C,Matrix Scientific,019225,503126-34-9,(1-Isopropyl-piperidin-4-yl)-methyl-amine,5769168
NCCCN1CC(C)CC(C1)C,Matrix Scientific,018904,878657-11-5,"3-(3,5-Dimethyl-piperidin-1-yl)-propylamine",5769134
C1CCC(NC1)CCN1CCCC1,Matrix Scientific,021191,25082-00-2,2-(2-Pyrrolidin-1-yl-ethyl)-piperidine,834599
CN(CC1CCNCC1)C,Matrix Scientific,016367,138022-00-1,"N,N-Dimethyl-1-piperidin-4-ylmethanamine",5766395
CNCC1CCN(CC1)C,Matrix Scientific,016357,405928-19-0,N-Methyl-1-(1-methylpiperidin-4-yl)methanamine,5766380
C[C@H]1CNC[C@@H](N1)C,Bepharm,B232649,402832-69-3,"(2S,6S)-2,6-Dimethylpiperazine",44471422
N1CC2CNCC(C1)C2,Enamine BB,EN300-90605,,"3,7-diazabicyclo[3.3.1]nonane",28305138
CCCCC(=N)N.Cl,Tyger Scientific,P33001,,Pentanamidine HCl,24632121
CC1CN(CCNC(C)C)CC(C1)C,Matrix Scientific,027659,915921-72-1,"N-[2-(3,5-Dimethylpiperidin-1-yl)ethyl]-N-isopropylamine",11489906
CNCC1CCCN(C1)CC,ChemBridge,4009636,937648-03-8,1-(1-ethylpiperidin-3-yl)-N-methylmethanamine,7864226
CNC1CC2CCCC(C1)N2C,Accela ChemBio,SY002945,123259-33-6,"endo-N,9-Dimethyl-9-azabicyclo[3.3.1]nonan-3-amine",22244364
NCCC1CCN(CC1)C1CCCC1,Matrix Scientific,077437,132740-61-5,[2-(1-Cyclopentylpiperidin-4-yl)ethyl]amine,11489550
CCCC(N(C)C)CN,Matrix Scientific,036304,19764-60-4,"N-[1-(Aminomethyl)butyl]-N,N-dimethylamine",18189430
NCCN1CCC(CC1)CC,ChemBridge,4014889,1177306-60-3,2-(4-ethylpiperidin-1-yl)ethanamine,18188798
NCCC1CCCCN1C(C)C,Matrix Scientific,077431,915922-79-1,[2-(1-Isopropylpiperidin-2-yl)ethyl]amine,11488520
NC[C@H]1CCCN1.Cl.Cl,Enamine BB,EN300-114810,,(2R)-pyrrolidin-2-ylmethanamine dihydrochloride,44464324
CCNCCN1CCCCC1CC,Matrix Scientific,027658,,N-Ethyl-N-[2-(2-ethylpiperidin-1-yl)ethyl]amine,18186548
NCCCCNC(CC(C)(C)C)(C)C,Sigma Aldrich,PH001157,,"N(1)-(1,1,3,3-TETRAMETHYLBUTYL)-1,4-BUTANEDIAMINE",28291800
CN(CC1CNCC1)C,Matrix Scientific,034873,99724-17-1,"N,N-Dimethyl(3-pyrrolidinyl)methanamine",14112486
CCCCCCCCCCCCN(CCN(C)C)C,Sigma Aldrich,PH000873,,"N(1)-DODECYL-N(1),N(2),N(2)-TRIMETHYL-1,2-ETHANEDIAMINE",28291310
CCCCCCCCCCCCCCCCNCCN,Sigma Aldrich,PH000856,,"N(1)-HEXADECYL-1,2-ETHANEDIAMINE",28291278
NC1CCCCNC1.Cl.Cl,AstaTech,51996,,3-AMINO-HOMOPIPERIDINE 2HCL,31526942
CCCCCCNCCN,Chem-Impex,18212,7261-70-3,N-Hexylethylenediamine,28290481
CC(NCCN1CCCCC1)C,ChemDiv BB,BB53-1155,,N-(2-piperidin-1-ylethyl)propan-2-amine,31525817
ClCCCNCCCN1CCCCC1,ChemDiv BB,BB53-1104,,N-(3-chloropropyl)-N-(3-piperidin-1-ylpropyl)amine,31525738
NC1CC1N,Enamine BB,EN300-84375,,"cyclopropane-1,2-diamine",36726386
CNCCN1CCCC(C1)C,ChemDiv BB,BB52-9374,,N-methyl-N-[2-(3-methylpiperidin-1-yl)ethyl]amine,31523106
CCCCN(CCCN)CCCC,AK Scientific,L373,102-83-0,3-(Di-n-butylamino)propylamine,537380
C[C@@H]1NC[C@H](NC1)C,Matrix Scientific,072795,2815-34-1,"trans-2,5-Dimethylpiperazine",537058
NCC1CCN1.Cl.Cl,AstaTech,20184,103550-76-1,2-AMINOMETHYLAZETIDINE 2HCL,43337550
C1CCN(CC1)[C@H]1CNCC1,Anichem,K10860,,(R)-1-Pyrrolidin-3-yl-piperidine,36561067
NC1CCCC(C1)N,Acros Organics (US),37024,3385-21-5,"1,3-Diaminocyclohexane, 95+%, mixture of cis and trans isomers",718986
NCC1CCCN1CC,Matrix Scientific,037486,26116-12-1,(1-Ethylpyrrolidin-2-yl)methylamine,527711
CC(C1CNCCN1)CC,Enamine BB,EN300-114556,,2-(butan-2-yl)piperazine,40837684
CCN1CCNC(C1)CC(C)C,Life Chemicals,F2147-0836,,1-ethyl-3-isobutylpiperazine,40810427
NCC(CC=CC)N.Cl.Cl,Enamine BB,EN300-132774,,"hex-4-ene-1,2-diamine dihydrochloride",46306539
NCCNC(C)C,Matrix Scientific,037619,19522-67-9,N-(2-Aminoethyl)-N-isopropylamine,523948
CN1CCCC(C1)NC1CC1,Oakwood Products (Non-EU Customers),087905,,Cyclopropyl-(1-methyl-piperidin-3-yl)-amine,40401998
CCCC1CNCCN1,Enamine BB,EN300-103036,,2-propylpiperazine,40335693
CCCCCCCCN1CCNCC1,Apollo Scientific,OR6895,54256-45-0,1-(n-Octyl)piperazine 97%,522200
C1CCC(CC1)CN1CCNCC1,Matrix Scientific,085675,57184-23-3,1-(Cyclohexylmethyl)piperazine,521958
CC1CCN(CC1)C1CCN(CC1)C(C)C,Zelinsky Institute,UZI/1935320,,,6116143
NC1CNC1,Matrix Scientific,090481,102065-86-1,Azetidin-3-amine,40295992
C1CCCC(CC1)N1CCN(CC1)C1CCCC1,Zelinsky Institute,UZI/1935429,,,6115776
CN(CC1CCN(C1)C)C,Matrix Scientific,069174,1313738-92-9,"N,N-Dimethyl(1-methylpyrrolidin-3-yl)methanamine",36553238
N[C@@H]1CNCC1,AK Scientific,N118,128345-57-3,(S)-3-Aminopyrrolidine,519011
CC1CCN(CC1)N,Synthon-Lab,SL100497,19107-42-7,4-methylpiperidin-1-amine,44221572
CCCC[N+]1(CCCC)CC[N+](CC1)(CCCC)CCCC,TimTec,ST088008,,,30082795
CNCC1CCCNC1.Cl.Cl,Matrix Scientific,060491,,N-Methyl-1-piperidin-3-ylmethanamine dihydrochloride,36552449
CCCN1CCC(CC1)CN(CC)CC,Enamine,Z433808150,,,31974060
CC1CCN(CC1)CC1CCCN1,ACB Blocks ,C5A-0380,,4-methyl-1-(2-pyrrolidinylmethyl)piperidine,706399
CC1CCCCN1CC1CCCCN1,ACB Blocks ,C6A-0349,,2-methyl-1-(2-piperidinylmethyl)piperidine,706283
C[C@@H]1CCC[C@@H](N1CC1CCCN1)C,ACB Blocks ,C5A-0371,,"(2R,6S)-2,6-dimethyl-1-(2-pyrrolidinylmethyl)piperidine",706103
CCN(CC1CCCCN1)CC,ACB Blocks ,C6A-0345,,N-ethyl-N-(2-piperidinylmethyl)ethanamine,706051
C1CCN(C1)CC1CCCN1,Matrix Scientific,027121,195311-28-5,1-(Pyrrolidin-2-ylmethyl)pyrrolidine,705941
CN1CCC(CC1)CNC1CC1,Oakwood Products (Non-EU Customers),087910,,Cyclopropyl-(1-methyl-piperidin-4-ylmethyl)-amine,39194513
CN(CC1CCN(CC1)C)C.Cl.Cl,Bellen Chem,Bellen008823,1170171-39-7,"N,N-dimethyl(1-methylpiperidin-4-yl)methanamine dihydrochloride",43479373
CN1CCC(C1)CNC1CC1,Oakwood Products (Non-EU Customers),087904,,Cyclopropyl-(1-methyl-pyrrolidin-3-ylmethyl)-amine,39129545
CCCCC(N1CCNCCC1)C,Oakwood Products (Non-EU Customers),061972,,"1-(1-Methylpentyl)-1,4-diazepane",32283707
CCCC(N1CCNCC1C)C,EvoBlocks,EB29591,,2-methyl-1-(pentan-2-yl)piperazine,32283604
NCCCC1CCNCC1,Bepharm,B236639,860229-31-8,3-(Piperidin-4-yl)propan-1-amine,38858709
CC(NCC1CCCCN1C)C,Oakwood Products (Non-EU Customers),087893,,Isopropyl-(1-methyl-piperidin-2-ylmethyl)-amine,38593221
C1CCC(CC1)N1CCN(CC1)C1CCCCC1,Zelinsky Institute,UZI/1936639,,,1453618
N1CCC(CC1)N1CCCC1,Matrix Scientific,075162,5004-07-9,4-(1-Pyrrolidinyl)piperidine,507947
C1CCC(CN1)NC1CC1,Bellen Chem,Bellen008355,1251083-96-1,N-cyclopropylpiperidin-3-amine,38465521
CCNCC1CCCCN1,CombiPhos Catalysts,MPB-11227,,Ethyl-piperidin-2-ylmethyl-amine,38100993
C1CCC(NC1)CNC1CC1,Bellen Chem,Bellen008358,1250526-55-6,N-((piperidin-2-yl)methyl)cyclopropanamine,38100665
NC[C@@H](N)C.Cl,Enamine BB,EN300-107937,,"(2S)-propane-1,2-diamine hydrochloride",43470113
NCCC(N1CCCCC1)C,Enamine BB,EN300-132986,,3-(piperidin-1-yl)butan-1-amine,37923749
NCCN1CCCCC1C,Matrix Scientific,008501,768-08-1,2-(2-Methyl-piperidin-1-yl)-ethylamine,1445601
CCCC[N+](CC[N+](CCCC)(C)C)(C)C.[I-].[I-],Otava,7211970030,,,1871465
NCC1CNCC1,Tyger Scientific,P33000,,C-Pyrrolidin-3-yl-methylamine,4355895
CNCC(CNC)C,Sigma Aldrich,S388688,,"N,N',2-TRIMETHYL-1,3-PROPANEDIAMINE",7484391
NCCC1CCCNC1.Cl.Cl,Tyger Scientific,A40280,90000-30-9,3-(2-Aminoethyl)piperidine 2HCl,4354385
NCCCNC(CC(CC(C)(C)C)(C)C)(C)C,Sigma Aldrich,S366048,,3-(TERT.-DODECYLAMINO)-PROPYLAMINE,7482323
NCC(NC)(C)C,Enamine BB,EN300-42393,,(1-amino-2-methylpropan-2-yl)(methyl)amine,37686306
CNCCCNC,Enamine BB,EN300-93444,,methyl[3-(methylamino)propyl]amine,496770
CN(C1CC1)CC1CCCN1,Oakwood Products (Non-EU Customers),088206,,Cyclopropyl-methyl-pyrrolidin-2-ylmethyl-amine,37591525
CNC1CCC(CC1)N(C1CC1)C,Oakwood Products (Non-EU Customers),088216,,"N-Cyclopropyl-N,N'-dimethyl-cyclohexane-1,4-diamine",43464094
CN(C(C)C)C[C@@H]1CCCN1,Oakwood Products (Non-EU Customers),088191,,Isopropyl-methyl-(S)-1-pyrrolidin-2-ylmethyl-amine,43464078
CC1CCCCN1CCC1CCNCC1,Enamine BB,EN300-109385,,2-methyl-1-[2-(piperidin-4-yl)ethyl]piperidine,37508434
CN1CCC[C@@H](C1)NC1CC1,Oakwood Products (Non-EU Customers),087907,,Cyclopropyl-((S)-1-methyl-piperidin-3-yl)-amine,43463700
CN1CCC[C@H](C1)NC(C)C,Oakwood Products (Non-EU Customers),087890,,Isopropyl-((R)-1-methyl-piperidin-3-yl)-amine,43463684
CCN[C@@H]1CCN(C1)C,Oakwood Products (Non-EU Customers),087869,,Ethyl-((R)-1-methyl-pyrrolidin-3-yl)-amine,43463668
CCN(CCC(N)C)CC.Cl.Cl,Enamine BB,EN300-39590,,"N-(3-aminobutyl)-N,N-diethylamine dihydrochloride",24463253
CCN[C@@H]1CC[C@H](CC1)N(C)C,Oakwood Products (Non-EU Customers),087881,,"(1R,4R)-N-Ethyl-N',N'-dimethyl-cyclohexane-1,4-diamine",46018556
NCC1CCN(CC1)CCC(C)C,Enamine BB,EN300-101807,,[1-(3-methylbutyl)piperidin-4-yl]methanamine,37416502
NC1CCCNC1,Matrix Scientific,081404,54012-73-6,3-Aminopiperidine,31709096
NCCC1CCNCC1,Enamine BB,EN300-64907,,2-(piperidin-4-yl)ethan-1-amine,31417298
NCC(CN)(C)C,TCI America,D1570,7328-91-8,"2,2-Dimethyl-1,3-propanediamine",489907
NCC[C@@H]1CCCCN1,Ark Pharm,AK130852,1309563-39-0,(S)-2-(Piperidin-2-yl)ethanamine,46015591
NCCNC1CC1,Enamine BB,EN300-61312,,N-(2-aminoethyl)cyclopropanamine,31415063
NCC1CCCC(C1)CN,Acros Organics (US),17748,2579-20-6,"1,3-Cyclohexanebis(methylamine), 99%, mixture of cis and trans",485634
NC1CCN(CC1)CC1CCCC1,Enamine BB,EN300-59308,,1-(cyclopentylmethyl)piperidin-4-amine,31413506
NCCCCCCCN(C)C,Enamine BB,EN300-56229,,(7-aminoheptyl)dimethylamine,31412677
CCC1CCN(CC1)CCC1CCNCC1,Matrix Scientific,037301,1000958-55-3,4-Ethyl-1-(2-piperidin-4-ylethyl)piperidine,27332806
CN(CCC(N)C)C,Matrix Scientific,077546,18246-86-1,"N~1~,N~1~-dimethylbutane-1,3-diamine",31411868
CCCN1CCC(CC1)NC,Enamine BB,EN300-50474,,N-methyl-1-propylpiperidin-4-amine,31410467
CN1CCC[C@H](C1)N,Synthonix,A1653,1001353-92-9,(R)-3-Amino-1-methyl-piperidine,37181445
CN(CCCNCC1CCC1)C,Princeton BioMolecular Research,PBMR151302,,"N'-Cyclobutylmethyl-N,N-dimethyl-propane-1,3-diamine",37180237
NC1C/C=C\C[C@H](C/C=C\C1)N,Molecular Diversity Preservation,16128,,"cyclodeca-3,8-diene-1,6-diamine (en)",5862140
C(CC1CCNCC1)CC1CCNCC1,Enamine BB,EN300-20616,,4-[3-(piperidin-4-yl)propyl]piperidine,479515
CN([C@@H]1CCCC[C@H]1N(C)C)C,SynQuest,3232-1-RR,53152-69-5,"(1R,2R)-1N,1N,2N,2N-Tetramethylcyclohexane-1,2-diamine",37178090
NCC(C1CCCCC1)N(C)C,Enamine BB,EN300-39705,,"N-(2-amino-1-cyclohexylethyl)-N,N-dimethylamine",31408429
CCN1CCC(CC1)C1CCNCC1.Cl.Cl,"J & W PharmLab, LLC",60-0494S,,"1-Ethyl-[4,4']bipiperidinyl dihydrochloride",44691547
C=CCNC1CCN(CC1)C,Zelinsky Institute,B038075,,N-allyl-1-methylpiperidin-4-amine,17095041
CN[C@H]1CCCC[C@@H]1NC,Matrix Scientific,076456,87583-89-9,"trans-(1S,2S)-N,N'-Dimethylcyclohexane-1,2-diamine",1837616
NCCC12CC3CC(C1)CC(C2)(C3)CN,Specs,AG-670/25001061,,[3-(2-aminoethyl)-1-adamantyl]methylamine,3801238
NCC1CCCN1.Cl.Cl,AK Scientific,W7375,6149-92-4,2-(Aminomethyl)pyrrolidine dihydrochloride,42857635
CC(C1CNCC1)N,Princeton BioMolecular Research,PBMR166997,,1-Pyrrolidin-3-yl-ethylamine,44686662
CCCCN(CCC(N)C)CCCC,Princeton BioMolecular Research,PBMR103139,,"N*1*,N*1*-Dibutyl-butane-1,3-diamine",36844330
CC(CCN1CCCC1)N,Enamine BB,EN300-71662,,4-(pyrrolidin-1-yl)butan-2-amine,32445295
NC1CCN(CC1)CC(=C)C,Enamine BB,EN300-70651,,1-(2-methylprop-2-en-1-yl)piperidin-4-amine,32444159
NC1CCNC(C1)C,Princeton BioMolecular Research,PBMR018473,,2-methylpiperidin-4-amine,36814638
C1NCC(C1)CN1CCCC1,Enamine BB,EN300-82889,,3-(pyrrolidin-1-ylmethyl)pyrrolidine,36654995
NCCN(C1CCCCC1)C1CCCCC1,Sigma Aldrich,PH010281,,"N(1),N(1)-dicyclohexyl-1,2-ethanediamine",35875285
CCN1CCC(CC1)C(N)C,Sigma Aldrich,PH010176,,1-(1-ethyl-4-piperidinyl)ethanamine,35875191
NCC1CCN(CC1)C1CCCC1,Matrix Scientific,018957,132864-60-9,C-(1-Cyclopentyl-piperidin-4-yl)-methylamine,1014036
NCCN1C(C)CCCC1C,Matrix Scientific,008507,1788-35-8,"2-(2,6-Dimethyl-piperidin-1-yl)-ethylamine",1557317
NCCC1CCCN(C1)C.Cl,Matrix Scientific,068331,,2-(1-Methyl-piperidin-3-yl)-ethylamine hydrochloride,45985229
NCC1CC(C)(C)NC(C1)(C)C,AstaTech,54156,,"4-AMINOMETHYL-2,2,6,6-TETRAMETHYLPIPERIDINE",37154598
CN(C[C@@H](CC(C)(C)C)N)C.Cl.Cl,AstaTech,53135,,"(R)-N1,N1,4,4-TETRAMETHYLPENTANE-1,2-DIAMINE 2HCL",37154254
CCCCN(CCCC)CCCNC,Sigma Aldrich,S563285,,"N,N-DIBUTYL-N'-METHYL-1,3-PROPANEDIAMINE",13172092
CC(CCN1CCC(CC1)N)C.Cl.Cl,Combi-Blocks,SH-5252,1355247-69-6,"1-(3-Methylbutyl)piperidin-4-amine, HCl",44816115
CCCCCCCCNCCN.Cl.Cl,Sigma Aldrich,S235881,,"N-1-OCTYL-ETHANE-1,2-DIAMINE, DIHYDROCHLORIDE",13166467
CNC1(C)CCN(CC1)C,Princeton BioMolecular Research,PBMR136251,,"(1,4-Dimethyl-piperidin-4-yl)-methyl-amine",42825351
CC1CCCN(C1)C1CCNCC1,CHESS Fine Organic,1713,551923-14-9,4-(3-Methyl-piperidin-1-yl)-piperidine,933373
CCN(C1CCNCC1)CC,Matrix Scientific,033539,143300-64-5,Diethyl-piperidin-4-yl-amine,933354
NC(=N)CC1CCCCC1.Cl,Enamine BB,EN300-52145,,2-cyclohexylethanimidamide hydrochloride,17003535
CN(CCNC1CCCC1)C.Cl.Cl,InterBioScreen,BB_SC-4851,,"N1-cyclopentyl-N2,N2-dimethylethane-1,2-diamine dihydrochloride",31660932
NC1CCC2C(C1)CCCN2,Enamine BB,EN300-90552,,decahydroquinolin-6-amine,36790633
CNC1CCCN(C1)C,Enamine BB,EN300-64207,,"N,1-dimethylpiperidin-3-amine",36789703
CCCCCCCC[N+]1(C)CC[N+](CC1)(C)CCCCCCCC,Princeton BioMolecular Research,OSSL_297256,,,1161681
NCC1CCN(C1)C(C)C,Matrix Scientific,027468,90203-08-0,(1-Isopropylpyrrolidin-3-yl)methylamine,3725312
CCNCCN1CCCC1,Matrix Scientific,061092,138356-55-5,N-Ethyl-2-pyrrolidin-1-ylethanamine,3725027
CCC(N1CCCCC1)CN,Matrix Scientific,036314,857243-06-2,2-Piperidin-1-ylbutan-1-amine,17364350
CN1CCC(CC1)C1CCNCC1,ChemBridge,4018200,122373-80-2,"1-methyl-4,4'-bipiperidine",17364217
C1CCC(CC1)CCCN1CCNCC1,Apollo Scientific,OR0082,800372-97-8,1-(3-Cyclohexylprop-1-yl)piperazine 98%,919875
